"gene","counts","sex","tissue","treatment","samples"
"AR",9.11590383412852,"female","gonads","control","L.G118_female_gonad_control"
"AR",9.62709261390081,"female","gonads","control","R.G106_female_gonad_control"
"AR",8.51493834156539,"female","gonads","control","R.R20_female_gonad_control"
"AR",8.63368315756522,"female","gonads","control","R.R9_female_gonad_control"
"AR",9.18705239179723,"female","gonads","control","R.W44_female_gonad_control"
"AR",9.52657075747589,"female","gonads","prolong","blk.s031.pu.d_female_gonad_prolong"
"AR",9.34479830682217,"female","gonads","m.n2","blk.s032.g.w_female_gonad_m.hatch"
"AR",8.7822154281027,"female","gonads","m.inc.d3","blk.s049.y.g_female_gonad_m.inc.d3"
"AR",9.19567762358309,"female","gonads","m.inc.d3","blk.s060.pu.w_female_gonad_m.inc.d3"
"AR",9.4136723550112,"female","gonads","inc.d9","blk.s061.pu.y_female_gonad_inc.d9"
"AR",9.70509768107069,"female","gonads","early","blk.y.l.s109_female_gonad_m.inc.d8"
"AR",10.0629272705809,"female","gonads","m.n2","blk0.x_female_gonad_m.n2"
"AR",9.55431531823314,"female","gonads","bldg","blk11.x_female_gonad_bldg"
"AR",9.07326400622094,"female","gonads","extend","blk19.x_female_gonad_extend"
"AR",9.39773192811669,"female","gonads","hatch","blk21.x_female_gonad_hatch"
"AR",9.17669359591018,"female","gonads","n9","blk4.x_female_gonad_n9"
"AR",8.17050708282563,"female","gonads","control","blu.o.x.ATLAS_female_gonad_control"
"AR",8.40913343227665,"female","gonads","hatch","blu103.x_female_gonad_hatch.NYNO"
"AR",9.75073127703076,"female","gonads","prolong","blu115.y150.x_female_gonad_inc.prolong"
"AR",10.0285072123262,"female","gonads","early","blu119.w84.x_female_gonad_m.inc.d8"
"AR",9.73538099697305,"female","gonads","hatch","blu124.w180.x_female_gonad_hatch"
"AR",9.89344572838481,"female","gonads","n9","blu36.w16_female_gonad_n9"
"AR",9.29832347798812,"female","gonads","bldg","blu38.g135.x_female_gonad_bldg"
"AR",7.87187019265572,"female","gonads","inc.d3","blu39.o26.x_female_gonad_inc.d3"
"AR",9.48499591304844,"female","gonads","extend","blu44.y102_female_gonad_extend"
"AR",9.85159410862337,"female","gonads","inc.d9","blu47.y96.x_female_gonad_inc.d9"
"AR",10.1872952968147,"female","gonads","n5","blu55.g51_female_gonad_n5"
"AR",9.02733259837553,"female","gonads","m.inc.d3","blu56.o53_female_gonad_m.inc.d3"
"AR",9.28538919715901,"female","gonads","m.inc.d9","blu63.g62_female_gonad_m.inc.d9"
"AR",9.94688837420273,"female","gonads","early","blu80.r97_female_gonad_m.inc.d8"
"AR",9.7902708949514,"female","gonads","m.inc.d9","d.r.blk.s159_female_gonad_m.inc.d9"
"AR",9.83671698071055,"female","gonads","m.inc.d17","d.s112.blk.w_female_gonad_m.inc.d17"
"AR",9.83562249100237,"female","gonads","m.inc.d3","d.s177.blk.r_female_gonad_m.inc.d3"
"AR",9.83768315137282,"female","gonads","lay","g.blk.s004.pk_female_gonad_lay"
"AR",10.3736120793059,"female","gonads","m.n2","g.s076.pk.r_female_gonad_m.hatch"
"AR",9.53367538993578,"female","gonads","lay","g.s078.blk.o_female_gonad_lay"
"AR",8.84946762013433,"female","gonads","control","g.x.ATLAS_female_gonad_control"
"AR",9.86028498503921,"female","gonads","m.inc.d17","g.y.blk.s006_female_gonad_m.inc.d17"
"AR",10.2564626451616,"female","gonads","bldg","g141.blu27.x_female_gonad_bldg"
"AR",9.7058159346877,"female","gonads","inc.d17","g142.r40.x_female_gonad_inc.d17"
"AR",10.441556207233,"female","gonads","m.inc.d3","g144.r54.x_female_gonad_m.inc.d3"
"AR",10.698222743876,"female","gonads","extend","g17.w108.x_female_gonad_extend"
"AR",10.2604811900286,"female","gonads","extend","g22.blu118_female_gonad_extend"
"AR",9.89805133476123,"female","gonads","inc.d3","g6.w197.x_female_gonad_inc.d3"
"AR",10.1546868956445,"female","gonads","m.inc.d17","g63.blu65_female_gonad_m.inc.d17"
"AR",9.71401153272658,"female","gonads","m.inc.d9","g73.x_female_gonad_m.inc.d9"
"AR",9.46479775935023,"female","gonads","inc.d9","g75.x_female_gonad_inc.d9"
"AR",9.99914986086997,"female","gonads","m.n2","l.s.w.d_female_gonad_m.hatch"
"AR",10.0993991733672,"female","gonads","prolong","l.s052.pk.r_female_gonad_prolong"
"AR",9.91832960196681,"female","gonads","bldg","l.s120.y.blk_female_gonad_bldg"
"AR",9.6116883225028,"female","gonads","prolong","l.s166.o.w_female_gonad_prolong"
"AR",10.0393126571959,"female","gonads","m.inc.d17","o.s084.w.blk_female_gonad_m.inc.d17"
"AR",9.03137845992691,"female","gonads","inc.d3","o156.w80.x_female_gonad_inc.d3"
"AR",8.46829605903969,"female","gonads","inc.d3","o165.w122.x_female_gonad_inc.d3.NYNO"
"AR",9.1526549942281,"female","gonads","m.inc.d17","o169.r28.x_female_gonad_m.inc.d17"
"AR",8.69269040373708,"female","gonads","hatch","o172.w115.x_female_gonad_hatch"
"AR",9.01263888212092,"female","gonads","inc.d3","o173.w179.x_female_gonad_inc.d3"
"AR",10.1230029976447,"female","gonads","inc.d17","o35.r51.x_female_gonad_inc.d17"
"AR",9.45308299096185,"female","gonads","m.inc.d9","o36.r62.x_female_gonad_m.inc.d9"
"AR",9.48063330093111,"female","gonads","bldg","o38.blu29.x_female_gonad_bldg"
"AR",9.38347293583038,"female","gonads","m.inc.d9","o45.g128.x_female_gonad_m.inc.d9.NYNO"
"AR",9.54637751681487,"female","gonads","inc.d17","o52.blu53_female_gonad_inc.d17"
"AR",8.94747794248063,"female","gonads","inc.d9","o73.x_female_gonad_inc.d9"
"AR",10.0014896227968,"female","gonads","early","p.g.blk.s040_female_gonad_m.inc.d8"
"AR",9.86803937464664,"female","gonads","m.inc.d17","pk.s011.o.y_female_gonad_m.inc.d17"
"AR",9.93694590940487,"female","gonads","m.n2","pk.s054.d.g_female_gonad_m.hatch"
"AR",9.58977522683169,"female","gonads","early","pk.s055.d.l_female_gonad_m.inc.d8"
"AR",8.86105891995459,"female","gonads","control","r.r.x.ATLAS.R2XR_female_gonad_control"
"AR",8.80484674768001,"female","gonads","control","r.r.x.ATLAS_female_gonad_control"
"AR",9.20943081511044,"female","gonads","m.inc.d3","r.s035.y.blk_female_gonad_m.inc.d3"
"AR",9.07917159071693,"female","gonads","bldg","r.s056.g.o_female_gonad_bldg"
"AR",10.1454638056248,"female","gonads","extend","r.s131.o.d_female_gonad_extend"
"AR",9.51645171828698,"female","gonads","n9","r.s171.l.w_female_gonad_n9"
"AR",10.0679311923454,"female","gonads","hatch","r183.o22_female_gonad_hatch"
"AR",9.81849617444986,"female","gonads","prolong","r194.x_female_gonad_prolong"
"AR",9.78954960026463,"female","gonads","inc.d3","r27.w111.blu125_female_gonad_inc.d3"
"AR",9.58283105452489,"female","gonads","inc.d9","r30.w112.r46_female_gonad_inc.d9"
"AR",9.0584250212803,"female","gonads","inc.d9","r36.w184.x_female_gonad_inc.d9"
"AR",9.62773748944642,"female","gonads","inc.d17","r49.w189.x_female_gonad_inc.d17"
"AR",8.90338883828609,"female","gonads","control","r6.x_female_gonad_control.NYNO"
"AR",9.83726941394427,"female","gonads","inc.d3","r73.g127.x_female_gonad_inc.d3"
"AR",7.72892357720098,"female","gonads","bldg","r83.g45_female_gonad_bldg"
"AR",9.77316157882009,"female","gonads","n9","r95.blu99_female_gonad_n9"
"AR",9.12778233611861,"female","gonads","lay","s.o.pk_female_gonad_lay"
"AR",9.68797391139519,"female","gonads","prolong","s.pu.pk_female_gonad_prolong"
"AR",8.89597484098405,"female","gonads","control","s.x.ATLAS_female_gonad_control"
"AR",10.6370185282282,"female","gonads","early","s002.x_female_gonad_m.inc.d8"
"AR",9.79407734985876,"female","gonads","m.inc.d17","s038.g.d.blk_female_gonad_m.inc.d17"
"AR",9.77334377723198,"female","gonads","bldg","s063.d.blk.l_female_gonad_bldg"
"AR",9.37609550680486,"female","gonads","m.inc.d3","s069.pk.pu.g_female_gonad_m.inc.d3"
"AR",10.3274246658361,"female","gonads","extend","s089.blk.pk.pu_female_gonad_extend"
"AR",8.23541064007985,"female","gonads","early","s091.blk.r.g_female_gonad_m.inc.d8"
"AR",9.59610604669357,"female","gonads","bldg","s092.blk.r.o_female_gonad_bldg"
"AR",9.77312205759162,"female","gonads","m.inc.d3","s093.blk.y.d_female_gonad_m.inc.d3"
"AR",9.53598723908463,"female","gonads","lay","s095.g.blk.o_female_gonad_lay"
"AR",9.79676646612061,"female","gonads","m.inc.d17","s100.l.pk.blk_female_gonad_m.inc.d17"
"AR",9.75924630415473,"female","gonads","m.inc.d3","s103.y.pk.blk_female_gonad_m.inc.d3"
"AR",8.64691310591039,"female","gonads","lay","s136.d.w.o_female_gonad_lay"
"AR",9.4543370080582,"female","gonads","extend","s137.g.blk.y_female_gonad_extend"
"AR",9.57017215385286,"female","gonads","lay","s142.o.pk.pu_female_gonad_lay"
"AR",9.14705520227107,"female","gonads","lay","s176.blk.pu.r_female_gonad_lay"
"AR",9.91669586751179,"female","gonads","extend","s186.l.o.pk_female_gonad_extend"
"AR",9.42701608571855,"female","gonads","m.n2","s333.y.blk.pk_female_gonad_m.hatch"
"AR",8.99640520837198,"female","gonads","control","w191.r1_female_gonad_control"
"AR",8.88935337625799,"female","gonads","prolong","x.blk20_female_gonad_prolong"
"AR",9.72024692749342,"female","gonads","inc.d9","x.blu101.w43_female_gonad_inc.d9"
"AR",9.08091374200101,"female","gonads","inc.d3","x.blu102.w105_female_gonad_inc.d3"
"AR",9.73617154960217,"female","gonads","n5","x.blu109.w121_female_gonad_n5"
"AR",8.57068296673608,"female","gonads","inc.d17","x.blu116.w107_female_gonad_inc.d17"
"AR",9.27425578794267,"female","gonads","inc.d9","x.blu122.r66_female_gonad_inc.d9"
"AR",9.60821026430449,"female","gonads","m.inc.d9","x.blu25_female_gonad_m.inc.d9"
"AR",9.5093354855569,"female","gonads","n9","x.blu43.g132_female_gonad_n9"
"AR",9.64684259412924,"female","gonads","lay","x.blu6.y80_female_gonad_lay"
"AR",9.87373508355062,"female","gonads","m.inc.d17","x.blu94_female_gonad_m.inc.d17"
"AR",9.40958379026917,"female","gonads","m.n2","x.blu96_female_gonad_m.n2"
"AR",8.00570711623573,"female","gonads","control","x.g.g.ATLAS_female_gonad_control"
"AR",9.91890952072803,"female","gonads","early","x.g26_female_gonad_m.inc.d8"
"AR",9.74960867096282,"female","gonads","n5","x.g37_female_gonad_n5"
"AR",9.80407832942048,"female","gonads","n9","x.g4.w50_female_gonad_n9"
"AR",9.16848769520253,"female","gonads","n5","x.g43_female_gonad_n5"
"AR",9.48166479843916,"female","gonads","n5","x.g49_female_gonad_n5"
"AR",9.79763520873128,"female","gonads","prolong","x.g50_female_gonad_inc.prolong"
"AR",8.60384947468934,"female","gonads","inc.d9","x.g9.o166_female_gonad_inc.d9.NYNO"
"AR",9.86048403595585,"female","gonads","inc.d17","x.o159.w90_female_gonad_inc.d17"
"AR",9.09890053746805,"female","gonads","m.n2","x.o171.w45_female_gonad_m.hatch"
"AR",10.2754032928865,"female","gonads","n5","x.o175.g21_female_gonad_n5"
"AR",10.301543215346,"female","gonads","hatch","x.o37.blu50_female_gonad_hatch"
"AR",9.54505317899529,"female","gonads","m.n2","x.o61_female_gonad_extend.hatch"
"AR",9.7390589307101,"female","gonads","n5","x.o70_female_gonad_n5"
"AR",10.2978779833454,"female","gonads","m.inc.d3","x.r180_female_gonad_m.inc.d3"
"AR",9.78746897434971,"female","gonads","inc.d3","x.r33.w183_female_gonad_inc.d3"
"AR",8.87678834116951,"female","gonads","bldg","x.r39.g10_female_gonad_bldg"
"AR",9.69683363543503,"female","gonads","hatch","x.r44.w95_female_gonad_hatch"
"AR",8.90179901467535,"female","gonads","inc.d17","x.r48.y139_female_gonad_inc.d17"
"AR",9.70106366030171,"female","gonads","n5","x.r50.w97_female_gonad_n5"
"AR",10.4958217874385,"female","gonads","m.n2","x.r74.o29_female_gonad_m.hatch"
"AR",9.84543256966128,"female","gonads","m.inc.d9","x.r76_female_gonad_m.inc.d9"
"AR",9.49039859420861,"female","gonads","early","x.s188_female_gonad_m.inc.d8"
"AR",9.54591321576603,"female","gonads","n9","x.w178_female_gonad_n9"
"AR",9.91843960114608,"female","gonads","lay","x.w51_female_gonad_lay"
"AR",9.23355611140762,"female","gonads","n9","x.w6_female_gonad_n9"
"AR",9.2595311115176,"female","gonads","inc.d9","x.y109_female_gonad_inc.d9"
"AR",10.2700666050355,"female","gonads","m.inc.d17","x.y119.w11_female_gonad_m.inc.d17"
"AR",9.06756170761686,"female","gonads","n9","x.y138.w176_female_gonad_n9"
"AR",10.0684026830138,"female","gonads","prolong","x.y145.r55_female_gonad_inc.prolong"
"AR",9.07359469362325,"female","gonads","early","x.y5_female_gonad_m.inc.d8"
"AR",9.29775681523385,"female","gonads","extend","x.y64_female_gonad_extend"
"AR",9.38085076173638,"female","gonads","hatch","x.y90_female_gonad_hatch"
"AR",9.41491882503168,"female","gonads","inc.d9","x.y93.g126_female_gonad_inc.d9"
"AR",10.1825766189027,"female","gonads","n9","x.y9_female_gonad_n9"
"AR",8.94175133568967,"female","gonads","lay","y.s156.o.r_female_gonad_lay"
